           1    0.0000  3.0917304209952E-10  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  3.0917304209952E-10  3.0917304209952E-10  0.0000000000000E+00
           2    0.0039  3.0917304209952E-10 -1.2135021273163E-12 -6.4086188675106E-14 -1.2111237461674E-12  3.0668433003736E-10  3.0795953997220E-10 -1.2752099348426E-12
           3    0.0079  3.0917304218083E-10 -2.4416590427669E-12 -5.8226289564695E-13 -2.4320430105449E-12  3.0371707723187E-10  3.0673138313806E-10 -3.0143059061918E-12
           4    0.0142  3.0917304265246E-10 -4.4032606650700E-12 -3.5749384326145E-12 -4.3720532446020E-12  2.9682279031017E-10  3.0476978198739E-10 -7.9469916772165E-12
           5    0.0237  3.0917304468534E-10 -7.3246657642329E-12 -1.6802869858968E-11 -7.2385820244855E-12  2.7780692703765E-10  3.0184837892111E-10 -2.4041451883454E-11
           6    0.0368  3.0917305193865E-10 -1.1384385514685E-11 -6.3668644175848E-11 -1.1177336408583E-11  2.2294268583954E-10  2.9778866642397E-10 -7.4845980584430E-11
           7    0.0542  3.0917307350343E-10 -1.6744140361149E-11 -2.0315254890406E-10 -1.6298802899585E-11  7.2977581338639E-11  2.9242893314228E-10 -2.1945135180364E-10
           8    0.0761  3.0917312920432E-10 -2.3533956197103E-11 -5.6345230851537E-10 -2.2660565585005E-11 -3.0047370109316E-10  2.8563917300722E-10 -5.8611287410037E-10
           9    0.0967  3.0917322000083E-10 -2.9887164813845E-11 -1.1508503717896E-09 -2.8488042022479E-11 -9.0005235862511E-10  2.7928605518698E-10 -1.1793384138121E-09
          10    0.1055  3.0917327296953E-10 -3.2615377781946E-11 -1.4935023894918E-09 -3.0954192130835E-11 -1.2478986864350E-09  2.7655789518758E-10 -1.5244565816226E-09
          11    0.1137  3.0917333049187E-10 -3.5132772559463E-11 -1.8656385157266E-09 -3.3219564724616E-11 -1.6248175225188E-09  2.7404055793241E-10 -1.8988580804512E-09
          12    0.1464  3.0917365397985E-10 -4.3781925151443E-11 -3.9581528911577E-09 -4.2098100857220E-11 -3.7348592631865E-09  2.6539172882841E-10 -4.0002509920150E-09
          13    0.1602  3.0917384189920E-10 -4.5336383560940E-11 -5.1738248059546E-09 -4.5764593331320E-11 -4.9557519409477E-09  2.6383745833826E-10 -5.2195893992859E-09
          14    0.1729  3.0917404486184E-10 -4.4434315610511E-11 -6.4867779880024E-09 -4.9088698375246E-11 -6.2711269571263E-09  2.6473972925133E-10 -6.5358666863777E-09
          15    0.1932  3.0917443421511E-10 -3.5676455968093E-11 -9.0054253648559E-09 -5.4306130129870E-11 -8.7862335167387E-09  2.7349797824701E-10 -9.0597314949857E-09
          16    0.2115  3.0917486240449E-10 -1.6121927116988E-11 -1.1775336015151E-08 -5.8940352705119E-11 -1.1541223432569E-08  2.9305293528750E-10 -1.1834276367857E-08
          17    0.2328  3.0917545740380E-10  2.6855187720209E-11 -1.5624267595888E-08 -6.4209409324535E-11 -1.5352446360089E-08  3.3603064512401E-10 -1.5688477005213E-08
          18    0.2510  3.0917605645261E-10  8.7126313477193E-11 -1.9499371460188E-08 -6.8624640912866E-11 -1.9171693731171E-08  3.9630236992980E-10 -1.9567996101100E-08
          19    0.2700  3.0917677796205E-10  1.8041094551236E-10 -2.4166714530062E-08 -7.3152161652533E-11 -2.3750278968240E-08  4.8958772347441E-10 -2.4239866691715E-08
          20    0.2903  3.0917766633020E-10  3.2367120542659E-10 -2.9913394147715E-08 -7.7906395043869E-11 -2.9358451671002E-08  6.3284887175679E-10 -2.9991300542759E-08
          21    0.3218  3.0917929103968E-10  6.5835798681217E-10 -4.0423164448139E-08 -8.5061316083731E-11 -3.9540688486371E-08  9.6753727785185E-10 -4.0508225764223E-08
          22    0.3744  3.0918277084077E-10  1.6452599110997E-09 -6.2933008378051E-08 -9.6560384748884E-11 -6.1075126080859E-08  1.9544426819405E-09 -6.3029568762800E-08
          23    0.4266  3.0918726324331E-10  3.3697991714310E-09 -9.1992590187027E-08 -1.0737826504264E-10 -8.8420982017395E-08  3.6789864346743E-09 -9.2099968452069E-08
          24    0.4949  3.0919489662292E-10  7.2364515380040E-09 -1.4136906782495E-07 -1.2069726524692E-10 -1.3394411865557E-07  7.5456464346269E-09 -1.4148976509020E-07
          25    0.5600  3.0920423794620E-10  1.3269881906986E-08 -2.0179169328913E-07 -1.3257729509040E-10 -1.8834518443929E-07  1.3579086144932E-08 -2.0192427058422E-07
          26    0.6048  3.0921193600389E-10  1.9143993506301E-08 -2.5158375022092E-07 -1.4030943579978E-10 -2.3227085421442E-07  1.9453205442305E-08 -2.5172405965672E-07
          27    0.6455  3.0921991168780E-10  2.5979497245615E-08 -3.0317029847431E-07 -1.4705746686329E-10 -2.7702863878387E-07  2.6288717157303E-08 -3.0331735594117E-07
          28    0.6934  3.0923050197947E-10  3.6107723879072E-08 -3.7166598079961E-07 -1.5463176479006E-10 -3.3540365818334E-07  3.6416954381051E-08 -3.7182061256440E-07
          29    0.7677  3.0924974703424E-10  5.7209986835038E-08 -4.9613267655747E-07 -1.6570329226721E-10 -4.3877914326766E-07  5.7519236582073E-08 -4.9629837984974E-07
          30    0.8584  3.0927815401478E-10  9.3801613686025E-08 -6.7983972286868E-07 -1.7815029226688E-10 -5.8590698132091E-07  9.4110891840039E-08 -6.8001787316095E-07
          31    0.9540  3.0931437035721E-10  1.4839678650487E-07 -9.1402521427315E-07 -1.9010769239344E-10 -7.6550922109032E-07  1.4870610087522E-07 -9.1421532196555E-07
          32    1.0545  3.0935984766728E-10  2.2763744685504E-07 -1.2080559195552E-06 -2.0150783920257E-10 -9.8031062069165E-07  2.2794680670271E-07 -1.2082574273944E-06
          33    1.1598  3.0941616858200E-10  3.3988630078145E-07 -1.5721353705586E-06 -2.1229634889452E-10 -1.2321519499575E-06  3.4019571695004E-07 -1.5723476669075E-06
          34    1.2701  3.0948505104684E-10  4.9551499968531E-07 -2.0173273882001E-06 -2.2243429431403E-10 -1.5217253377581E-06  4.9582448473635E-07 -2.0175498224944E-06
          35    1.3851  3.0956834579489E-10  7.0720407704122E-07 -2.5555346158540E-06 -2.3189709362150E-10 -1.8482528675606E-06  7.0751364538701E-07 -2.5557665129476E-06
          36    1.5049  3.0966803322443E-10  9.9026041176288E-07 -3.1994723537863E-06 -2.4067323518748E-10 -2.2091429472254E-06  9.9057007979610E-07 -3.1997130270215E-06
          37    1.6295  3.0978621983727E-10  1.3629506620061E-06 -3.9626384768514E-06 -2.4876288759521E-10 -2.5996267915130E-06  1.3632604482260E-06 -3.9628872397390E-06
          38    1.7589  3.0992513462840E-10  1.8468491673503E-06 -4.8592803709583E-06 -2.5617644506894E-10 -3.0123774549184E-06  1.8471590924850E-06 -4.8595365474033E-06
          39    1.8930  3.1008712511778E-10  2.4671986541908E-06 -5.9043596774717E-06 -2.6293305103716E-10 -3.4371138692068E-06  2.4675087413159E-06 -5.9046226105227E-06
          40    2.0318  3.1027465365865E-10  3.2532820476050E-06 -7.1135156393439E-06 -2.6905913778513E-10 -3.8601923762230E-06  3.2535923222587E-06 -7.1137846984817E-06
          41    2.1754  3.1049029374582E-10  4.2388036557774E-06 -8.5030277514825E-06 -2.7458701407612E-10 -4.2641881924254E-06  4.2391141460711E-06 -8.5033023384966E-06
          42    2.3238  3.1073672681183E-10  5.4622779281779E-06 -1.0089778262773E-05 -2.7955352689520E-10 -4.6274691513953E-06  5.4625886649047E-06 -1.0090057816300E-05
          43    2.4768  3.1101673920206E-10  6.9674241452133E-06 -1.1891215193591E-05 -2.8399881898385E-10 -4.9237640304571E-06  6.9677351619525E-06 -1.1891499192410E-05
          44    2.6346  3.1133321983282E-10  8.8035652212506E-06 -1.3925316140412E-05 -2.8796519739830E-10 -5.1217275511391E-06  8.8038765544704E-06 -1.3925604105610E-05
          45    2.7970  3.1168915827235E-10  1.1026029169292E-05 -1.6210553444037E-05 -2.9149612475718E-10 -5.1845040817107E-06  1.1026340858451E-05 -1.6210844940162E-05
